ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
21302,CS,4980,039,IND,"1 - 3","Wajih Ul Hassan","TBA","TBA","Capstone Research","",Open,1,30,0
21438,CS,4980,040,IND,"1 - 3","Henry Kautz","TBA","TBA","Capstone Research","",Open,0,30,0
21499,CS,4980,041,IND,"1 - 3","Miaomiao Zhang","TBA","TBA","Capstone Research","",Open,1,30,0
21625,CS,4980,042,IND,"1 - 3","Ferdinando Fioretto","TBA","TBA","Capstone Research","",Open,1,30,0
21774,CS,4980,043,IND,"1 - 3","Kenneth Bilchick, Miaomiao Zhang","TBA","TBA","Capstone Research","",Open,1,30,0
15900,CS,4991,001,SEM,"0","Rosanne Vrugtman","TBA","TBA","Capstone Technical Report","",Wait List,84,60,1
19569,CS,4991,002,SEM,"0","Rosanne Vrugtman","TBA","TBA","Capstone Technical Report","",Wait List,84,60,2
15536,CS,4993,001,IND,"1 - 3","Madhur Behl","TBA","TBA","Independent Study","",Open,3,30,0
15754,CS,4993,002,IND,"1 - 3","Ashish Venkat","TBA","TBA","Independent Study","",Open,0,30,0
16206,CS,4993,003,IND,"1 - 3","Brad Campbell","TBA","TBA","Independent Study","",Open,0,30,0
15651,CS,4993,004,IND,"1 - 3","Homa Alemzadeh","TBA","TBA","Independent Study","",Open,0,30,0
15766,CS,4993,005,IND,"1 - 3","Nicola Bezzo","TBA","TBA","Independent Study","",Open,1,30,0
16497,CS,4993,006,IND,"1 - 3","Ferdinando Fioretto","TBA","TBA","Independent Study","",Open,0,30,0
16205,CS,4993,007,IND,"1 - 3","Geoffrey Fox","TBA","TBA","Independent Study","",Open,2,30,0
15991,CS,4993,008,IND,"1 - 3","Tariq Iqbal","TBA","TBA","Independent Study","",Open,0,30,0
16013,CS,4993,009,IND,"1 - 3","Anil Vullikanti","TBA","TBA","Independent Study","",Open,0,30,0
15253,CS,4993,010,IND,"1 - 3","Mark Sherriff","TBA","TBA","Independent Study","",Open,1,10,0
16517,CS,4993,011,IND,"1 - 3","Yue Cheng","TBA","TBA","Independent Study","",Open,0,30,0
16204,CS,4993,012,IND,"1 - 3","Tianhao Wang","TBA","TBA","Independent Study","",Open,0,30,0
16030,CS,4993,013,IND,"1 - 3","Afsaneh Doryab","TBA","TBA","Independent Study","",Open,0,30,0
15678,CS,4993,014,IND,"1 - 3","Robbie Hott","TBA","TBA","Independent Study","",Open,0,30,0
16519,CS,4993,015,IND,"1 - 3","Wajih Ul Hassan","TBA","TBA","Independent Study","",Open,0,30,0
15792,CS,4993,016,IND,"1 - 3","Jack Davidson","TBA","TBA","Independent Study","",Open,0,30,0
15797,CS,4993,017,IND,"1 - 3","Seongkook Heo","TBA","TBA","Independent Study","",Open,0,30,0
15813,CS,4993,018,IND,"1 - 3","Daniel Graham","TBA","TBA","Independent Study","",Open,0,30,0
15823,CS,4993,019,IND,"1 - 3","Haiying Shen","TBA","TBA","Independent Study","",Open,0,30,0
15824,CS,4993,020,IND,"1 - 3","Kevin Skadron","TBA","TBA","Independent Study","",Open,1,30,0
15344,CS,4993,021,IND,"1 - 3","Nada Basit","TBA","TBA","Independent Study","",Open,4,10,0
15345,CS,4993,022,IND,"1 - 3","Yanjun Qi","TBA","TBA","Independent Study","",Open,0,30,0
15694,CS,4993,023,IND,"1 - 3","Panagiotis Apostolellis","TBA","TBA","Independent Study","",Open,0,30,0
15707,CS,4993,024,IND,"1 - 3","Yangfeng Ji","TBA","TBA","Independent Study","",Open,1,30,0
15346,CS,4993,025,IND,"1 - 3","David Evans","TBA","TBA","Independent Study","",Open,0,30,0
16207,CS,4993,026,IND,"1 - 3","Felix Lin","TBA","TBA","Independent Study","",Open,0,30,0
16182,CS,4993,027,IND,"1 - 3","Angela Orebaugh","TBA","TBA","Independent Study","",Open,1,30,0
16036,CS,4993,028,IND,"1 - 3","Mircea Stan","TBA","TBA","Independent Study","",Open,0,30,0
16191,CS,4993,029,IND,"1 - 3","Aidong Zhang","TBA","TBA","Independent Study","",Open,0,30,0
15856,CS,4993,030,IND,"1 - 3","Madhav Marathe","TBA","TBA","Independent Study","",Open,0,30,0
15882,CS,4993,031,IND,"1 - 3","Rich Nguyen","TBA","TBA","Independent Study","",Open,1,30,0
15616,CS,4993,032,IND,"1 - 3","Farzad Hassanzadeh","TBA","TBA","Independent Study","",Open,0,30,0
15886,CS,4993,033,IND,"1 - 3","Mark Floryan","TBA","TBA","Independent Study","",Open,0,30,0
16015,CS,4993,034,IND,"1 - 3","Yixin Sun","TBA","TBA","Independent Study","",Open,0,30,0
16051,CS,4993,035,IND,"1 - 3","Tom Horton","TBA","TBA","Independent Study","",Open,0,30,0
16495,CS,4993,036,IND,"1 - 3","Charles Reiss","TBA","TBA","Independent Study","",Open,0,30,0
15525,CS,4993,037,IND,"1 - 3","Lu Feng","TBA","TBA","Independent Study","",Open,0,30,0
16026,CS,4993,038,IND,"1 - 3","Jundong Li","TBA","TBA","Independent Study","",Open,0,30,0
16103,CS,4993,039,IND,"1 - 3","Kevin Sullivan","TBA","TBA","Independent Study","",Open,0,30,0
16121,CS,4993,040,IND,"1 - 3","Briana Morrison","TBA","TBA","Independent Study","",Open,0,30,0
16150,CS,4993,041,IND,"1 - 3","Raymond Pettit","TBA","TBA","Independent Study","",Open,0,30,0
16348,CS,4993,042,IND,"1 - 3","Hyojoon Kim","TBA","TBA","Independent Study","",Open,0,30,0
16359,CS,4993,043,IND,"1 - 3","Adwait Jog","TBA","TBA","Independent Study","",Open,0,30,0
16360,CS,4993,044,IND,"1 - 3","Miaomiao Zhang","TBA","TBA","Independent Study","",Open,2,30,0
16400,CS,4993,045,IND,"1 - 3","Judy Fox","TBA","TBA","Independent Study","",Open,0,30,0
16413,CS,4993,046,IND,"1 - 3","Yen-Ling Kuo","TBA","TBA","Independent Study","",Open,2,30,0
16481,CS,4993,047,IND,"1 - 3","Shangtong Zhang","TBA","TBA","Independent Study","",Open,1,30,0
20836,CS,4993,048,IND,"1 - 3","Rohan Chandra","TBA","TBA","Independent Study","",Open,0,30,0
21018,CS,4993,049,IND,"1 - 3","Aaron Bloomfield","TBA","TBA","Independent Study","",Open,1,30,0
21059,CS,4993,050,IND,"1 - 3","Sandhya Dwarkadas","TBA","TBA","Independent Study","",Open,0,30,0
21117,CS,4993,051,IND,"1 - 3","Chen-Yu Wei","TBA","TBA","Independent Study","",Open,1,30,0
21240,CS,4993,052,IND,"1 - 3","Chen Chen","TBA","TBA","Independent Study","",Open,1,30,0
21335,CS,4993,053,IND,"1 - 3","Henry Kautz","TBA","TBA","Independent Study","",Open,0,30,0
21791,CS,4993,054,IND,"1 - 3","Caroline Crockett","TBA","TBA","Independent Study","",Open,0,30,0
15755,CS,4998,001,IND,"3","Ashish Venkat","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0
16489,CS,4998,002,IND,"3","Brad Campbell","TBA","TBA","Distinguished BA Majors Research","",Open,1,30,0
15648,CS,4998,003,IND,"3","Yanjun Qi","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0
15719,CS,4998,004,IND,"3","Mark Sherriff","TBA","TBA","Distinguished BA Majors Research","",Open,2,30,0
15760,CS,4998,005,IND,"3","Homa Alemzadeh","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0
15768,CS,4998,006,IND,"3","Nicola Bezzo","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0
16043,CS,4998,007,IND,"3","Tariq Iqbal","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0
15988,CS,4998,008,IND,"3","Rich Nguyen","TBA","TBA","Distinguished BA Majors Research","",Open,3,30,0
16339,CS,4998,009,IND,"3","Chen-Yu Wei","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0
15825,CS,4998,010,IND,"3","Kevin Skadron","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0
15857,CS,4998,011,IND,"3","David Evans","TBA","TBA","Distinguished BA Majors Research","",Open,1,30,0
16466,CS,4998,012,IND,"3","Shangtong Zhang","TBA","TBA","Distinguished BA Majors Research","",Open,1,30,0
15969,CS,4998,013,IND,"3","Seongkook Heo","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0
21046,CS,4998,014,IND,"3","Briana Morrison","TBA","TBA","Distinguished BA Majors Research","",Open,1,30,0
21082,CS,4998,015,IND,"3","Anil Vullikanti","TBA","TBA","Distinguished BA Majors Research","",Open,1,30,0
21430,CS,4998,016,IND,"3","Rohan Chandra","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0
21580,CS,4998,017,IND,"3","Wei-Kai Lin","TBA","TBA","Distinguished BA Majors Research","",Open,1,30,0
21650,CS,4998,018,IND,"3","Ferdinando Fioretto","TBA","TBA","Distinguished BA Majors Research","",Open,1,30,0
21737,CS,4998,019,IND,"3","Aidong Zhang","TBA","TBA","Distinguished BA Majors Research","",Open,1,30,0
21753,CS,4998,020,IND,"3","Tom Fletcher","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0
16258,CS,6316,001,Lecture,"3","Shangtong Zhang","TuTh 9:30am - 10:45am","Rice Hall 340","Machine Learning","",Wait List,38,38,5
19570,CS,6456,001,Lecture,"3","Felix Lin","TuTh 12:30pm - 1:45pm","Olsson Hall 011","Operating Systems","",Closed,20,20,0
16082,CS,6465,001,Lecture,"3","Tariq Iqbal","TuTh 9:30am - 10:45am","Rice Hall 120","Human-Robot Interaction","",Open,1,15,0
15445,CS,6501,001,Lecture,"3","Kevin Sullivan","TuTh 11:00am - 12:15pm","Rice Hall 340","Special Topics in Computer Science","Software Logic",Wait List,37,38,4
15901,CS,6501,002,Lecture,"3","Yixin Sun","MoWe 2:00pm - 3:15pm","Mechanical Engr Bldg 341","Special Topics in Computer Science","Network Security and Privacy",Open,62,65,0
16259,CS,6501,003,Lecture,"3","Chen-Yu Wei","MoWe 9:30am - 10:45am","Rice Hall 340","Special Topics in Computer Science","Reinforcement Learning",Open,36,38,1
16074,CS,6501,004,Lecture,"3","Kevin Skadron","TuTh 2:00pm - 3:15pm","Rice Hall 340","Special Topics in Computer Science","CPU/GPU Memory Systems and Near-Data Processing",Open,21,30,0
16261,CS,6501,005,Lecture,"3","Ferdinando Fioretto","MoWe 9:30am - 10:45am","Rice Hall 032","Special Topics in Computer Science","Responsible AI: Privacy, Fairness, and Robustness",Wait List,35,35,7
19571,CS,6501,006,Lecture,"3","Tianhao Wang, Xiaochen Li","MoWe 12:30pm - 1:45pm","Rice Hall 340","Special Topics in Computer Science","Data Privacy",Wait List,35,35,2
19572,CS,6501,007,Lecture,"3","Henry Kautz","MoWe 3:30pm - 4:45pm","Mechanical Engr Bldg 341","Special Topics in Computer Science","Analyzing Online Behavior for Public Health",Open,36,40,0
19573,CS,6501,008,Lecture,"3","Wajih Ul Hassan","TuTh 5:00pm - 6:15pm","Rice Hall 340","Special Topics in Computer Science","Machine Learning in Systems Security",Open,23,38,0
19574,CS,6501,009,Lecture,"3","Hadi Daneshmand","MoWe 11:00am - 12:15pm","Olsson Hall 018","Special Topics in Computer Science","Neural Networks",Wait List,38,38,2
19575,CS,6501,010,Lecture,"3","Rohan Chandra","MoWe 11:00am - 12:15pm","Rice Hall 340","Special Topics in Computer Science","Multi-Robot Navigation",Open,14,38,0
16263,CS,6501,011,Lecture,"3","Adwait Jog","TuTh 12:30pm - 1:45pm","Rice Hall 032","Special Topics in Computer Science","GPU Architectures",Open,17,35,0
16264,CS,6501,012,Lecture,"3","Madhur Behl","MoWe 3:30pm - 4:45pm","Rice Hall 340","Special Topics in Computer Science","Learning in Robotics",Open,16,38,0
16114,CS,6501,013,Lecture,"3","Homa Alemzadeh","MoWe 2:00pm - 3:15pm","Rice Hall 340","Special Topics in Computer Science","Advanced Embedded Computing Systems",Open,9,12,0
