ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
19703,ECON,4720,101,Discussion,"0","Makoto Tanaka","We 6:00pm - 6:50pm","New Cabell Hall 132","Econometric Methods","",Wait List,9,9,0
19704,ECON,4720,102,Discussion,"0","Makoto Tanaka","We 7:00pm - 7:50pm","New Cabell Hall 132","Econometric Methods","",Open,4,13,0
12959,ETP,2030,001,Lecture,"3","Stephen Cushman, Paul Freedman, Charity Nyelele","MoWe 2:00pm - 3:15pm","Chemistry Bldg 206","Politics, Science, & Values: Intro to Environmental Thought and Practice","",Closed,60,60,0
13029,ETP,4010,001,Lecture,"3","Mary Kuhn","Th 2:00pm - 4:30pm","Dell 2 100","Environmental Decisions","",Closed,22,22,0
20019,ETP,4010,002,Lecture,"3","Mary Kuhn","We 2:00pm - 4:30pm","Physics Bldg 217","Environmental Decisions","",Open,19,22,0
11537,EVSC,3020,100,Lecture,"4","John Porter","TuTh 2:00pm - 3:15pm","John W. Warner Hall 104","GIS Methods","",Open,59,60,0
11538,EVSC,3020,101,Laboratory,"0","John Porter","Mo 5:00pm - 9:00pm","Mechanical Engr Bldg 213","GIS Methods","",Open,29,30,0
11539,EVSC,3020,102,Laboratory,"0","John Porter","We 5:00pm - 9:00pm","Mechanical Engr Bldg 214","GIS Methods","",Closed,30,30,0
18972,EVSC,4140,001,Lecture,"3","Karen Mcglathery","TuTh 11:00am - 12:15pm","Wilson Hall 142","Global Coastal Change","",Open,24,25,0
19180,HIST,2152,100,Lecture,"3","Christopher Gratien, Ayan Sharma","MoWe 4:00pm - 5:15pm","Wilson Hall 325","Climate History","",Wait List,80,80,40
13322,MDST,4510,001,SEM,"3","Anna Clay","MoWe 2:00pm - 3:15pm","New Cabell Hall 395","Capstone Topics","Intensive Journalism",Wait List,22,20,1
14490,PHIL,1330,100,Lecture,"3","Ross Cameron","TuTh 8:00am - 8:50am","Wilson Hall 301","Virtual Worlds and Philosophy","",Wait List,119,120,8
14491,PHIL,1330,101,Discussion,"0","Yucheng Li","Fr 8:00am - 8:50am","New Cabell Hall 211","Virtual Worlds and Philosophy","",Wait List,20,20,2
14492,PHIL,1330,102,Discussion,"0","Yucheng Li","Fr 9:00am - 9:50am","Pavilion VIII 102","Virtual Worlds and Philosophy","",Wait List,20,20,1
14493,PHIL,1330,103,Discussion,"0","Yucheng Li","Fr 12:00pm - 12:50pm","Kerchof Hall 317","Virtual Worlds and Philosophy","",Wait List,20,20,1
19482,PHIL,1330,104,Discussion,"0","Dakota Jones","Fr 11:00am - 11:50am","Pavilion VIII 102","Virtual Worlds and Philosophy","",Wait List,20,20,3
19483,PHIL,1330,105,Discussion,"0","Dakota Jones","Fr 12:00pm - 12:50pm","Pavilion VIII 102","Virtual Worlds and Philosophy","",Wait List,20,20,0
19484,PHIL,1330,106,Discussion,"0","Dakota Jones","Fr 2:00pm - 2:50pm","New Cabell Hall 111","Virtual Worlds and Philosophy","",Wait List,19,20,1
12521,PHS,3104,001,Lecture,"3","Josh Colston","TuTh 2:00pm - 3:15pm","Multistory (Old) Hospital C1","Introduction to Epidemiology: Methodological and Ethical Considerations","",Closed,24,20,0
12335,PHS,4050,001,Lecture,"3","Kathryn Quissell","TuTh 12:30pm - 1:45pm","Monroe Hall 134","Public Health Policy","",Closed,54,50,0
12671,PHYS,3120,001,Lecture,"3","Nilanga Liyanage","MoWeFr 9:00am - 9:50am","Physics Bldg 217","Applied Physics: Energy","",Open,10,18,0
12861,PLAP,2030,001,Lecture,"3","Stephen Cushman, Paul Freedman, Charity Nyelele","MoWe 2:00pm - 3:15pm","Chemistry Bldg 206","Politics, Science and Values: An Introduction to Environmental Policy","",Closed,20,20,0
20365,PSYC,2410,001,Lecture,"3","Elise Clerkin","TuTh 2:00pm - 3:15pm","Chemistry Bldg 402","Abnormal Psychology","",Wait List,348,350,118
20373,PSYC,3420,001,Lecture,"3","Eric Turkheimer","TuTh 3:30pm - 4:45pm","Physics Bldg 338","The Nature Nurture Debate","",Wait List,99,100,27
14323,PSYC,4603,001,Lecture,"3","Charlotte Patterson","We 2:00pm - 4:30pm","Gilmer Hall Room 250","Psychology of Sexual Orientation","",Wait List,25,25,3
12235,RELG,2210,100,Lecture,"3","Willis Jenkins","TuTh 11:00am - 11:50am","Gilmer Hall 301","Religion, Ethics, & Global Environment","",Wait List,300,300,13
14575,RELG,2210,101,Discussion,"0","Sana Azmat, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Wait List,10,10,4
14576,RELG,2210,102,Discussion,"0","ALEXANDRA DALEY, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Wait List,10,10,2
14577,RELG,2210,103,Discussion,"0","Willis Jenkins, Niraj Raju","TBA","TBA","Religion, Ethics, & Global Environment","",Wait List,10,10,5
14578,RELG,2210,104,Discussion,"0","Willis Jenkins, Haseena Sahib","TBA","TBA","Religion, Ethics, & Global Environment","",Wait List,10,10,2
19277,RELG,2210,105,Discussion,"0","Willis Jenkins, Victoria Slabinski","TBA","TBA","Religion, Ethics, & Global Environment","",Wait List,10,10,0
21591,RELG,2210,106,Discussion,"0","Sana Azmat, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21592,RELG,2210,107,Discussion,"0","Sana Azmat, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21593,RELG,2210,108,Discussion,"0","Sana Azmat, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21594,RELG,2210,109,Discussion,"0","Sana Azmat, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21595,RELG,2210,110,Discussion,"0","Sana Azmat, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21596,RELG,2210,111,Discussion,"0","ALEXANDRA DALEY, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21597,RELG,2210,112,Discussion,"0","ALEXANDRA DALEY, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21598,RELG,2210,113,Discussion,"0","ALEXANDRA DALEY, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21599,RELG,2210,114,Discussion,"0","ALEXANDRA DALEY, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21600,RELG,2210,115,Discussion,"0","ALEXANDRA DALEY, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21601,RELG,2210,116,Discussion,"0","Willis Jenkins, Niraj Raju","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21602,RELG,2210,117,Discussion,"0","Willis Jenkins, Niraj Raju","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21603,RELG,2210,118,Discussion,"0","Willis Jenkins, Niraj Raju","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21604,RELG,2210,119,Discussion,"0","Willis Jenkins, Niraj Raju","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21605,RELG,2210,120,Discussion,"0","Willis Jenkins, Niraj Raju","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21606,RELG,2210,121,Discussion,"0","Willis Jenkins, Haseena Sahib","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21607,RELG,2210,122,Discussion,"0","Willis Jenkins, Haseena Sahib","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21608,RELG,2210,123,Discussion,"0","Willis Jenkins, Haseena Sahib","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21609,RELG,2210,124,Discussion,"0","Willis Jenkins, Haseena Sahib","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21610,RELG,2210,125,Discussion,"0","Willis Jenkins, Haseena Sahib","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21611,RELG,2210,126,Discussion,"0","Willis Jenkins, Victoria Slabinski","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21612,RELG,2210,127,Discussion,"0","Willis Jenkins, Victoria Slabinski","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21613,RELG,2210,128,Discussion,"0","Willis Jenkins, Victoria Slabinski","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21614,RELG,2210,129,Discussion,"0","Willis Jenkins, Victoria Slabinski","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21615,RELG,2210,130,Discussion,"0","Willis Jenkins, Victoria Slabinski","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
