ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
14018,ANTH,2280,107,Discussion,"0","Eunchae Kwon","Fr 11:00am - 11:50am","New Cabell Hall 111","Medical Anthropology","",Wait List,20,20,4
14019,ANTH,2280,108,Discussion,"0","Rachel Apone","Fr 10:00am - 10:50am","The Rotunda Room 152","Medical Anthropology","",Wait List,20,20,5
14020,ANTH,2280,109,Discussion,"0","Brianna Doe","Fr 12:00pm - 12:50pm","New Cabell Hall 115","Medical Anthropology","",Wait List,19,20,4
19623,ANTH,2280,110,Discussion,"0","John Rovin","Mo 11:00am - 11:50am","Pavilion VIII 102","Medical Anthropology","",Wait List,19,20,4
19747,ANTH,2280,111,Discussion,"0","Eunchae Kwon","Mo 11:00am - 11:50am","Brooks Hall 103","Medical Anthropology","",Wait List,20,20,6
19748,ANTH,2280,112,Discussion,"0","Eunchae Kwon","Mo 12:00pm - 12:50pm","Brooks Hall 103","Medical Anthropology","",Wait List,20,20,10
21085,ANTH,2280,113,Discussion,"0","John Rovin","Mo 9:00am - 9:50am","Brooks Hall 103","Medical Anthropology","",Wait List,20,20,3
21086,ANTH,2280,114,Discussion,"0","John Rovin","Mo 10:00am - 10:50am","Brooks Hall 103","Medical Anthropology","",Wait List,19,20,7
21310,ANTH,2470,001,Lecture,"3","Daniel Lefkowitz","TuTh 11:00am - 12:15pm","Pavilion VIII 108","Reflections of Exile: Jewish Languages and their Communities","",Open,1,9,0
13013,ANTH,2820,100,Lecture,"3","Patricia Wattenmaker","MoWe 2:00pm - 2:50pm","John W. Warner Hall 104","The Emergence of States and Cities","",Wait List,59,60,4
13014,ANTH,2820,101,Discussion,"0","Gabriel Oliveira","Th 6:00pm - 6:50pm","Brooks Hall 210","The Emergence of States and Cities","",Wait List,19,20,2
13015,ANTH,2820,102,Discussion,"0","Gabriel Oliveira","Fr 11:00am - 11:50am","Brooks Hall 103","The Emergence of States and Cities","",Wait List,20,20,2
13016,ANTH,2820,103,Discussion,"0","Gabriel Oliveira","Fr 10:00am - 10:50am","Brooks Hall 103","The Emergence of States and Cities","",Wait List,20,20,0
13436,ANTH,3020,001,Lecture,"3","Roberto Rosado-Ramirez","MoWe 3:30pm - 4:45pm","Gibson Hall 211","Using Anthropology","",Open,25,35,0
19631,ANTH,3240,100,Lecture,"3","Kasey Jernigan","MoWe 10:00am - 10:50am","Gilmer Hall 257","The Anthropology of Food","",Wait List,60,60,19
19633,ANTH,3240,101,Discussion,"0","Trishita Shandilya","We 12:00pm - 12:50pm","Brooks Hall 103","The Anthropology of Food","",Wait List,20,20,9
19634,ANTH,3240,102,Discussion,"0","Trishita Shandilya","We 1:00pm - 1:50pm","Brooks Hall 103","The Anthropology of Food","",Wait List,20,20,6
19635,ANTH,3240,103,Discussion,"0","Trishita Shandilya","Fr 12:00pm - 12:50pm","The Rotunda Room 152","The Anthropology of Food","",Wait List,20,20,5
19315,ANTH,3280,001,SEM,"3","Kasey Jernigan","MoWe 2:00pm - 2:50pm","New Cabell Hall 364","Introduction to Native American Studies: (Mis)Representations","",Closed,30,30,0
19636,ANTH,3390,001,Lecture,"3","Gertrude Fraser","TuTh 3:30pm - 4:20pm","Ridley Hall G004","Pregnancy, Birthing and the Post-Partum","",Wait List,59,60,29
13012,ANTH,3590,001,Lecture,"3","George Mentore","TuTh 11:00am - 12:15pm","The Rotunda Room 150","Social and Cultural Anthropology","War: A Cross-Cultural Study of Armed Conflict",Wait List,24,25,3
14030,ANTH,3590,002,Lecture,"3","Randall Puckett","TuTh 6:00pm - 7:15pm","Clark Hall G004","Social and Cultural Anthropology","Anthropology of Appalachia",Wait List,25,25,1
21488,ANTH,3590,003,Lecture,"3","Sebastian Jackson","TuTh 11:00am - 12:15pm","John W. Warner Hall 113","Social and Cultural Anthropology","Race, Science, and the Law",Wait List,30,30,4
20557,ANTH,3875,001,SEM,"3","Christian Cancho Ruiz","MoWeFr 9:00am - 9:50am","The Rotunda Room 150","Pre-Columbian South America","",Open,5,25,0
19639,ANTH,3880,001,Lecture,"3","Adria LaViolette","TuTh 9:30am - 10:45am","New Cabell Hall 168","African Archaeology","",Open,32,35,0
12001,ANTH,4591,001,SEM,"3","Gertrude Fraser","We 4:00pm - 6:30pm","New Cabell Hall 211","Majors Seminar","Cultures of 2nd-Hand Clothing Circ & Consumption",Open,5,18,0
18893,ARAB,4120,001,Lecture,"3","Hanadi Al-Samman","TuTh 12:30pm - 1:45pm","Pavilion VIII 105","Introduction to Arabic Drama","",Open,4,10,0
13259,ARTH,2882,100,Lecture,"4","Henry Skerritt","MoWe 5:00pm - 6:15pm","Campbell Hall 160","Sex, Spirits & Sorcery: Modern Aboriginal Art","",Open,59,60,2
13260,ARTH,2882,101,Discussion,"0","Barriane Franks","We 9:00am - 9:50am","Fayerweather Hall 215","Sex, Spirits & Sorcery: Modern Aboriginal Art","",Wait List,20,20,0
13261,ARTH,2882,102,Discussion,"0","Barriane Franks","Fr 12:00pm - 12:50pm","Fayerweather Hall 215","Sex, Spirits & Sorcery: Modern Aboriginal Art","",Open,19,20,1
13262,ARTH,2882,103,Discussion,"0","Barriane Franks","Fr 11:00am - 11:50am","Fayerweather Hall 215","Sex, Spirits & Sorcery: Modern Aboriginal Art","",Wait List,20,20,1
11827,ARTH,4952,001,Lecture,"3","Melissa Love","Fr 10:00am - 12:30pm","Fayerweather Hall 208","University Museums Internship","",Open,9,12,0
20239,ARTR,3245,001,Lecture,"3","Nizar Hermes","Mo 3:30pm - 6:00pm","New Cabell Hall 027","Arabic Literary Delights","",Open,10,20,0
13816,ARTR,3350,001,Lecture,"3","Hanadi Al-Samman","TuTh 11:00am - 12:15pm","New Cabell Hall 268","Introduction to Arab Women's Literature","",Open,11,19,0
12184,CHIN,3020,001,Lecture,"3","Miao-Fen Tseng","MoWeFr 11:00am - 11:50am","New Cabell Hall 042","Pre-Advanced Chinese II","",Open,8,12,0
12266,CHIN,3020,002,Lecture,"3","Jun Wang","MoWeFr 2:00pm - 2:50pm","Shea House 211","Pre-Advanced Chinese II","",Open,11,12,0
13690,CHIN,3020,003,Lecture,"3","Miao-Fen Tseng","MoWeFr 10:00am - 10:50am","New Cabell Hall 042","Pre-Advanced Chinese II","",Open,7,12,0
10628,CHIN,4020,001,Lecture,"3","Ran Zhao","MoWeFr 10:00am - 10:50am","New Cabell Hall 315","Advanced Chinese II","",Wait List,14,12,0
13962,CHIN,4030,001,Lecture,"3","Miao-Fen Tseng","MoWeFr 1:00pm - 1:50pm","New Cabell Hall 042","Business Chinese","",Open,7,12,0
18970,CHTR,3840,001,SEM,"3","Charles Laughlin","TuTh 3:30pm - 4:45pm","Bryan Hall 235","Writing Women in Modern China","",Wait List,29,30,8
21425,CHTR,3850,001,SEM,"3","Charles Laughlin","Fr 2:00pm - 4:30pm","New Cabell Hall 411","Documentary Writing and Film in China","",Wait List,20,20,0
19094,CHTR,4010,001,SEM,"3","Anne Kinney","TuTh 12:30pm - 1:45pm","Bryan Hall 203","Legendary Women in Early China","",Wait List,17,18,1
11947,CHTR,4991,001,SEM,"1","Anne Kinney","TBA","TBA","Chinese Capstone","",Open,4,10,0
10629,CLAS,2040,100,Lecture,"3","John Miller","MoWe 10:00am - 10:50am","John W. Warner Hall 209","Greek Mythology","",Open,228,240,11
10630,CLAS,2040,101,Discussion,"0","Kelly Freestone","Th 8:30am - 9:20am","Cocke Hall 101","Greek Mythology","",Wait List,19,20,1
10631,CLAS,2040,102,Discussion,"0","Kelly Freestone","Th 9:30am - 10:20am","Gibson Hall 142","Greek Mythology","",Wait List,18,20,1
10634,CLAS,2040,103,Discussion,"0","Morgan Amonett","Th 9:00am - 9:50am","New Cabell Hall 287","Greek Mythology","",Wait List,17,18,1
10632,CLAS,2040,104,Discussion,"0","Camilla Basile","Th 1:00pm - 1:50pm","New Cabell Hall 283","Greek Mythology","",Wait List,20,20,5
10633,CLAS,2040,105,Discussion,"0","Kelly Freestone","Fr 9:00am - 9:50am","Cocke Hall 101","Greek Mythology","",Open,19,20,0
12011,CLAS,2040,106,Discussion,"0","Camilla Basile","Fr 10:00am - 10:50am","New Cabell Hall 283","Greek Mythology","",Wait List,20,20,0
10963,CLAS,2040,107,Discussion,"0","Camilla Basile","Fr 12:00pm - 12:50pm","Cocke Hall 101","Greek Mythology","",Wait List,19,20,1
11534,CLAS,2040,108,Discussion,"0","Morgan Amonett","Fr 1:00pm - 1:50pm","Cocke Hall 101","Greek Mythology","",Wait List,20,20,0
10964,CLAS,2040,109,Discussion,"0","Morgan Amonett","Fr 2:00pm - 2:50pm","New Cabell Hall 211","Greek Mythology","",Open,19,20,0
21192,CLAS,2040,110,Discussion,"0","Carl Hamilton","Fr 12:00pm - 12:50pm","New Cabell Hall 211","Greek Mythology","",Open,19,20,2
21193,CLAS,2040,111,Discussion,"0","Carl Hamilton","Fr 2:00pm - 2:50pm","TBA","Greek Mythology","",Open,19,20,0
21194,CLAS,2040,112,Discussion,"0","Carl Hamilton","Fr 3:00pm - 3:50pm","TBA","Greek Mythology","",Open,19,20,0
19278,CLAS,3220,001,Lecture,"3","Inger Neeltje Irene Kuin","MoWe 3:30pm - 4:45pm","New Cabell Hall 383","Race and Ethnicity in Ancient Greece and Rome","",Open,27,30,0
18903,EAST,1010,100,Lecture,"3","Canaan Morse","MoWe 4:00pm - 4:50pm","Claude Moore Nursing Educ G120","East Asian Canons and Cultures","",Wait List,60,60,14
18904,EAST,1010,101,Discussion,"0","Luke Xu","Th 5:00pm - 5:50pm","New Cabell Hall 338","East Asian Canons and Cultures","",Wait List,20,20,8
18905,EAST,1010,102,Discussion,"0","Luke Xu","Th 6:00pm - 6:50pm","New Cabell Hall 338","East Asian Canons and Cultures","",Wait List,20,20,3
18906,EAST,1010,103,Discussion,"0","Luke Xu","Th 7:00pm - 7:50pm","New Cabell Hall 338","East Asian Canons and Cultures","",Wait List,20,20,3
19910,ENGL,3610,100,Lecture,"3","Michael Levenson","MoWe 12:00pm - 12:50pm","Minor Hall 125","Global Cultural Studies","",Open,119,120,0
20029,ENGL,3610,101,Discussion,"0","Aindrila Choudhury","We 5:00pm - 5:50pm","New Cabell Hall 064","Global Cultural Studies","",Closed,15,15,0
20030,ENGL,3610,102,Discussion,"0","Aindrila Choudhury","We 6:00pm - 6:50pm","Cocke Hall 101","Global Cultural Studies","",Open,14,15,0
20031,ENGL,3610,103,Discussion,"0","Tochi Eze","Th 3:30pm - 4:20pm","New Cabell Hall 064","Global Cultural Studies","",Closed,16,15,0
20032,ENGL,3610,104,Discussion,"0","Tochi Eze","Th 4:30pm - 5:20pm","New Cabell Hall 064","Global Cultural Studies","",Closed,15,15,0
20033,ENGL,3610,105,Discussion,"0","Lauren Parker","Fr 10:00am - 10:50am","New Cabell Hall 064","Global Cultural Studies","",Closed,15,15,0
20034,ENGL,3610,106,Discussion,"0","Lauren Parker","Fr 11:00am - 11:50am","New Cabell Hall 056","Global Cultural Studies","",Open,14,15,0
20634,ENGL,3610,107,Discussion,"0","Zoe Kempf-Harris","Fr 10:00am - 10:50am","New Cabell Hall 489","Global Cultural Studies","",Closed,15,15,0
20635,ENGL,3610,108,Discussion,"0","Zoe Kempf-Harris","Fr 11:00am - 11:50am","Bryan Hall 328","Global Cultural Studies","",Closed,15,15,0
19911,ENGL,3610,200,Lecture,"3","Michael Levenson","MoWe 2:00pm - 2:50pm","Physics Bldg 338","Global Cultural Studies","",Open,87,90,0
20035,ENGL,3610,201,Discussion,"0","Tarushi Sonthalia","We 5:00pm - 5:50pm","Lower West Oval Room 102","Global Cultural Studies","",Closed,15,15,0
20036,ENGL,3610,202,Discussion,"0","Tarushi Sonthalia","We 6:00pm - 6:50pm","The Rotunda Room 150","Global Cultural Studies","",Closed,15,15,0
20037,ENGL,3610,203,Discussion,"0","Sam Jacob","Th 3:30pm - 4:20pm","Dawson's Row 1","Global Cultural Studies","",Closed,15,15,0
20038,ENGL,3610,204,Discussion,"0","Sam Jacob","Th 5:00pm - 5:50pm","New Cabell Hall 068","Global Cultural Studies","",Closed,15,15,0
20039,ENGL,3610,205,Discussion,"0","Shane Weitzman","Fr 11:00am - 11:50am","New Cabell Hall 044","Global Cultural Studies","",Open,14,15,0
20040,ENGL,3610,206,Discussion,"0","Shane Weitzman","Fr 12:00pm - 12:50pm","New Cabell Hall 036","Global Cultural Studies","",Open,13,15,0
14395,ENGL,3740,100,Lecture,"3","Sylvia Chong","MoWe 10:00am - 10:50am","Ridley Hall G004","Introduction to Asian American Studies","",Open,59,60,0
14396,ENGL,3740,101,Discussion,"0","Xiwen Wang","Fr 12:00pm - 12:50pm","New Cabell Hall 066","Introduction to Asian American Studies","",Closed,15,15,0
14397,ENGL,3740,102,Discussion,"0","Xiwen Wang","Fr 9:00am - 9:50am","Dawson's Row 1","Introduction to Asian American Studies","",Open,14,15,0
14398,ENGL,3740,103,Discussion,"0","Katie Wu","Fr 11:00am - 11:50am","Dell 1 104","Introduction to Asian American Studies","",Closed,15,15,0
14399,ENGL,3740,104,Discussion,"0","Katie Wu","Fr 10:00am - 10:50am","Dell 1 104","Introduction to Asian American Studies","",Closed,15,15,0
14571,ETP,3500,001,SEM,"3","Michael Carter Jr., Lisa Shutt","Tu 2:00pm - 4:30pm","New Cabell Hall 303","Topics in Environmental Thought and Practice","Africulture: The African Roots of US Agriculture",Open,17,20,0
11864,FREN,3031,001,SEM,"3","Karen James","MoWeFr 12:00pm - 12:50pm","New Cabell Hall 407","Finding Your Voice in French","",Open,8,15,0
11865,FREN,3031,002,SEM,"3","Rachel Geer","MoWeFr 1:00pm - 1:50pm","New Cabell Hall 211","Finding Your Voice in French","",Wait List,15,15,0
13372,FREN,3031,003,SEM,"3","Cheryl Krueger","TuTh 12:30pm - 1:45pm","New Cabell Hall 291","Finding Your Voice in French","",Wait List,16,15,0
12205,FREN,3032,001,SEM,"3","Ferial Boutaghou","TuTh 9:30am - 10:45am","New Cabell Hall 042","Text, Image, Culture","",Open,13,15,0
11866,FREN,3032,002,SEM,"3","Amy Ogden","TuTh 11:00am - 12:15pm","French House 100","Text, Image, Culture","",Open,6,15,0
11867,FREN,3032,003,SEM,"3","Spyridon Simotas","MoWe 3:30pm - 4:45pm","New Cabell Hall 066","Text, Image, Culture","",Open,14,15,0
19710,FREN,3032,004,SEM,"3","Nnenna Onyima","MoWe 2:00pm - 3:15pm","Pavilion VIII 102","Text, Image, Culture","",Open,8,15,0
19664,FREN,3037,001,SEM,"3","Karen James","MoWeFr 10:00am - 10:50am","New Cabell Hall 191","French for Global Development and Humanitarian Action","",Wait List,20,20,6
19663,FREN,3043,001,SEM,"3","Claire Lyu","TuTh 12:30pm - 1:45pm","Nau Hall 142","The French-Speaking World III: Modernities","",Open,17,20,0
19661,FREN,4410,001,SEM,"3","Jennifer Tsien","We 3:30pm - 6:00pm","Clemons Library 320","The Enlightenment","",Wait List,19,19,1
13370,FREN,4585,001,Lecture,"3","Ferial Boutaghou","TuTh 12:30pm - 1:45pm","French House 100","Advanced Topics in Cultural Studies","Mediterranean Journeys: Exchanges and Interactions",Wait List,15,15,0
19899,GDS,3113,001,SEM,"4","Cliff Maxwell","TuTh 3:30pm - 5:15pm","Contemplative Commons Room 304","A Buddhist Approach to Development","",Closed,24,24,0
20075,GDS,3114,001,Lecture,"3","David Edmunds","TuTh 12:30pm - 1:45pm","Old Cabell Hall 107","Science, Technology and Development","",Wait List,45,45,33
11774,GERM,3000,001,SEM,"3","Marcel Schmid","TuTh 9:30am - 10:45am","New Cabell Hall 058","Advanced German","",Open,7,18,0
19305,GREE,3020,001,Lecture,"3","Coulter George","MoWe 2:00pm - 3:15pm","Cocke Hall 101","Advanced Reading in Greek","",Open,7,15,0
20687,GSGS,3030,100,Lecture,"3","Michael Levenson","MoWe 12:00pm - 12:50pm","Minor Hall 125","Global Cultural Studies","",Open,119,120,0
20688,GSGS,3030,101,Discussion,"0","Aindrila Choudhury","We 5:00pm - 5:50pm","New Cabell Hall 064","Global Cultural Studies","",Closed,15,15,0
20689,GSGS,3030,102,Discussion,"0","Aindrila Choudhury","We 6:00pm - 6:50pm","Cocke Hall 101","Global Cultural Studies","",Open,14,15,0
20690,GSGS,3030,103,Discussion,"0","Tochi Eze","Th 3:30pm - 4:20pm","New Cabell Hall 064","Global Cultural Studies","",Closed,16,15,0
20691,GSGS,3030,104,Discussion,"0","Tochi Eze","Th 4:30pm - 5:20pm","New Cabell Hall 064","Global Cultural Studies","",Closed,15,15,0
20692,GSGS,3030,105,Discussion,"0","Lauren Parker","Fr 10:00am - 10:50am","New Cabell Hall 064","Global Cultural Studies","",Closed,15,15,0
20693,GSGS,3030,106,Discussion,"0","Lauren Parker","Fr 11:00am - 11:50am","New Cabell Hall 056","Global Cultural Studies","",Open,14,15,0
20694,GSGS,3030,107,Discussion,"0","Zoe Kempf-Harris","Fr 10:00am - 10:50am","New Cabell Hall 489","Global Cultural Studies","",Closed,15,15,0
20695,GSGS,3030,108,Discussion,"0","Zoe Kempf-Harris","Fr 11:00am - 11:50am","Bryan Hall 328","Global Cultural Studies","",Closed,15,15,0
20696,GSGS,3030,200,Lecture,"3","Michael Levenson","MoWe 2:00pm - 2:50pm","Physics Bldg 338","Global Cultural Studies","",Open,87,90,0
20697,GSGS,3030,201,Discussion,"0","Tarushi Sonthalia","We 5:00pm - 5:50pm","Lower West Oval Room 102","Global Cultural Studies","",Closed,15,15,0
20698,GSGS,3030,202,Discussion,"0","Tarushi Sonthalia","We 6:00pm - 6:50pm","The Rotunda Room 150","Global Cultural Studies","",Closed,15,15,0
20699,GSGS,3030,203,Discussion,"0","Sam Jacob","Th 3:30pm - 4:20pm","Dawson's Row 1","Global Cultural Studies","",Closed,15,15,0
20700,GSGS,3030,204,Discussion,"0","Sam Jacob","Th 5:00pm - 5:50pm","New Cabell Hall 068","Global Cultural Studies","",Closed,15,15,0
20701,GSGS,3030,205,Discussion,"0","Shane Weitzman","Fr 11:00am - 11:50am","New Cabell Hall 044","Global Cultural Studies","",Open,14,15,0
20702,GSGS,3030,206,Discussion,"0","Shane Weitzman","Fr 12:00pm - 12:50pm","New Cabell Hall 036","Global Cultural Studies","",Open,13,15,0
13355,HIAF,2002,001,Lecture,"4","Emily Burrill, Soumya Johri","TuTh 11:00am - 12:15pm","Gilmer Hall 257","Modern African History","",Open,57,60,4
19178,HIAF,3051,001,Lecture,"3","James La Fleur","TuTh 12:30pm - 1:45pm","Nau Hall 141","West African History","",Wait List,30,30,6
19176,HIEA,2011,001,Lecture,"3","Cong Zhang","TuTh 11:00am - 12:15pm","Gibson Hall 141","History of Chinese Civilization","",Open,26,30,4
14058,HIEA,2031,100,Lecture,"3","Xiaoyuan Liu","MoWe 1:00pm - 1:50pm","John W. Warner Hall 104","Modern China","",Open,58,60,4
14303,HIEA,2031,101,Discussion,"0","Zejun Wang","Th 4:00pm - 4:50pm","John W. Warner Hall 113","Modern China","",Wait List,19,20,2
14304,HIEA,2031,102,Discussion,"0","Zejun Wang","Th 5:00pm - 5:50pm","Gibson Hall 142","Modern China","",Wait List,20,20,2
14305,HIEA,2031,103,Discussion,"0","Zejun Wang","Th 6:00pm - 6:50pm","Gibson Hall 142","Modern China","",Open,19,20,0
14053,HIEA,2101,100,Lecture,"3","Joseph Seeley","MoWe 10:00am - 10:50am","Ridley Hall G008","Modern Korean History: One Peninsula, Two Paths","",Wait List,120,120,6
14442,HIEA,2101,101,Discussion,"0","Emily Needham","We 6:00pm - 6:50pm","Nau Hall 142","Modern Korean History: One Peninsula, Two Paths","",Wait List,20,20,1
14443,HIEA,2101,102,Discussion,"0","Emily Needham","We 5:00pm - 5:50pm","Nau Hall 241","Modern Korean History: One Peninsula, Two Paths","",Wait List,20,20,0
14444,HIEA,2101,103,Discussion,"0","Emily Needham","We 7:00pm - 7:50pm","New Cabell Hall 058","Modern Korean History: One Peninsula, Two Paths","",Wait List,20,20,2
14445,HIEA,2101,104,Discussion,"0","Abby Lovett","Fr 10:00am - 10:50am","Bryan Hall 328","Modern Korean History: One Peninsula, Two Paths","",Wait List,20,20,2
14446,HIEA,2101,105,Discussion,"0","Abby Lovett","Th 5:00pm - 5:50pm","Gibson Hall 241","Modern Korean History: One Peninsula, Two Paths","",Wait List,20,20,0
14447,HIEA,2101,106,Discussion,"0","Abby Lovett","Th 6:00pm - 6:50pm","Gibson Hall 241","Modern Korean History: One Peninsula, Two Paths","",Wait List,20,20,1
20954,HIEA,3481,001,Lecture,"3","Robert Stolz","TuTh 11:00am - 12:15pm","New Cabell Hall 032","Postwar Japan","",Closed,30,30,1
19143,HIEU,3021,100,Lecture,"3","Jon Lendon","MoWe 12:00pm - 12:50pm","Nau Hall 211","Greek and Roman Warfare","",Open,45,60,0
19144,HIEU,3021,101,Discussion,"0","Henry Lanphier","We 3:00pm - 3:50pm","Shannon House 111","Greek and Roman Warfare","",Open,16,20,0
19145,HIEU,3021,102,Discussion,"0","Henry Lanphier","We 4:00pm - 4:50pm","Shannon House 111","Greek and Roman Warfare","",Open,16,20,0
19146,HIEU,3021,103,Discussion,"0","Henry Lanphier","We 5:00pm - 5:50pm","Shannon House 107","Greek and Roman Warfare","",Open,13,20,0
19126,HIEU,3141,100,Lecture,"3","Paul Kershaw","MoWe 11:00am - 11:50am","John W. Warner Hall 104","Age of Conquests: Britain from the Romans to the Normans (43-1066)","",Open,37,60,0
19127,HIEU,3141,101,Discussion,"0","Tyler Hengst","Th 5:00pm - 5:50pm","Gibson Hall 141","Age of Conquests: Britain from the Romans to the Normans (43-1066)","",Wait List,20,20,0
19128,HIEU,3141,102,Discussion,"0","Tyler Hengst","Th 6:00pm - 6:50pm","Gibson Hall 141","Age of Conquests: Britain from the Romans to the Normans (43-1066)","",Open,11,20,0
19129,HIEU,3141,103,Discussion,"0","Tyler Hengst","Th 7:00pm - 7:50pm","Gibson Hall 141","Age of Conquests: Britain from the Romans to the Normans (43-1066)","",Open,6,20,0
